1.125	1.125	-0.196701	-0.210796	0.0668654
1.375	1.125	0.465396	0.512085	0.0911749
1.625	1.125	0.875156	0.96017	0.0885411
1.875	1.125	0.814888	0.893006	0.0874775
2.125	1.125	0.317203	0.346635	0.0849084
2.375	1.125	-0.350909	-0.385748	0.0903162
2.625	1.125	-0.830987	-0.91113	0.0879605
2.875	1.125	-0.86537	-0.94758	0.0867577
3.125	1.125	-0.435484	-0.475537	0.0842261
3.375	1.125	0.228125	0.25169	0.0936276
3.625	1.125	0.769448	0.843854	0.0881746
3.875	1.125	0.898023	0.983187	0.0866204
4.125	1.125	0.544813	0.594921	0.0842253
4.375	1.125	-0.100719	-0.112594	0.105468
4.625	1.125	-0.692236	-0.759688	0.088789
4.875	1.125	-0.912352	-0.999117	0.0868416
5.125	1.125	-0.642939	-0.702397	0.0846508
5.375	1.125	-0.0285313	-0.0287556	0.00780139
5.625	1.125	0.601209	0.660317	0.0895138
5.875	1.125	0.908377	0.995048	0.0871025
6.125	1.125	0.728139	0.795815	0.0850399
6.375	1.125	0.157191	0.16953	0.0727823
6.625	1.125	-0.498116	-0.547729	0.0905804
6.875	1.125	-0.886152	-0.971064	0.0874424
7.125	1.125	-0.798695	-0.873305	0.0854342
7.375	1.125	-0.282662	-0.30691	0.0790088
7.625	1.125	0.385055	0.424179	0.0922358
7.875	1.125	0.846162	0.927644	0.087838
8.125	1.125	0.853227	0.933315	0.08581
8.375	1.125	0.402452	0.438148	0.0814712
8.625	1.125	-0.264285	-0.292139	0.0953446
8.875	1.125	-0.789213	-0.865658	0.0883078
9.125	1.125	-0.890653	-0.974645	0.0861773
9.375	1.125	-0.514166	-0.560617	0.0828565
9.625	1.125	0.138229	0.154251	0.103875
9.875	1.125	0.716455	0.786345	0.0888798
10.125	1.125	0.910231	0.996468	0.0865425
10.375	1.125	0.615573	0.671864	0.0837843
10.625	1.125	-0.00940924	-0.0132767	0.291299
10.875	1.125	-0.629346	-0.691293	0.0896101
11.125	1.125	-0.911574	-0.998346	0.0869156
11.375	1.125	-0.704645	-0.769665	0.0844782
11.625	1.125	-0.119594	-0.127964	0.0654062
11.875	1.125	0.529635	0.582405	0.0906071
12.125	1.125	0.89466	0.980243	0.0873078
12.375	1.125	0.779601	0.85206	0.0850393
12.625	1.125	0.246199	0.266643	0.0766724
12.875	1.125	-0.41932	-0.461861	0.0921077
13.125	1.125	-0.859829	-0.942519	0.0877335
13.375	1.125	-0.838945	-0.917401	0.0855207
13.625	1.125	-0.367871	-0.399985	0.080288
13.875	1.125	0.300609	0.332072	0.0947483
14.125	1.125	0.80778	0.885932	0.0882143
14.375	1.125	0.881487	0.964381	0.0859562
14.625	1.125	0.482174	0.525322	0.0821357
14.875	1.125	-0.175882	-0.195637	0.100977
15.125	1.125	-0.73956	-0.811612	0.0887766
15.375	1.125	-0.906382	-0.992059	0.0863626
15.625	1.125	-0.586827	-0.640144	0.0832893
15.875	1.125	0.047627	0.0552857	0.138528
16.125	1.125	0.656523	0.721048	0.0894885
16.375	1.125	0.913115	0.99988	0.0867755
16.625	1.125	0.67971	0.742154	0.0841392
16.875	1.125	0.0815527	0.0861718	0.0536037
17.125	1.125	-0.56038	-0.616052	0.0903702
17.375	1.125	-0.901619	-0.987689	0.0871425
17.625	1.125	-0.759056	-0.82931	0.0847131
17.875	1.125	-0.209199	-0.225904	0.0739487
18.125	1.125	0.45288	0.498726	0.0919271
18.375	1.125	0.871883	0.955729	0.0877305
18.625	1.125	0.822945	0.899867	0.0854816
18.875	1.125	0.332299	0.361116	0.0797998
19.125	1.125	-0.336803	-0.371418	0.093197
19.375	1.125	-0.825357	-0.904641	0.0876413
19.625	1.125	-0.871257	-0.952413	0.0852108
19.875	1.125	-0.449949	-0.489099	0.080046
20.125	1.125	0.2124	0.236676	0.102572
20.375	1.125	0.760282	0.835446	0.0899684
20.625	1.125	0.899698	0.985897	0.0874319
20.875	1.125	0.556317	0.607293	0.0839402
1.125	1.375	0.0280919	0.0376022	0.252919
1.375	1.375	0.634032	0.70867	0.105321
1.625	1.375	0.895009	0.999449	0.104498
1.875	1.375	0.674723	0.753902	0.105026
2.125	1.375	0.0919713	0.103794	0.113908
2.375	1.375	-0.540668	-0.602012	0.101899
2.625	1.375	-0.883796	-0.984765	0.102531
2.875	1.375	-0.753143	-0.839072	0.102409
3.125	1.375	-0.218511	-0.243113	0.101195
3.375	1.375	0.433524	0.483305	0.103
3.625	1.375	0.853271	0.950371	0.10217
3.875	1.375	0.815513	0.907447	0.101311
4.125	1.375	0.34039	0.377567	0.0984639
4.375	1.375	-0.317321	-0.354924	0.105947
4.625	1.375	-0.804836	-0.896955	0.102702
4.875	1.375	-0.860613	-0.957659	0.101337
5.125	1.375	-0.45469	-0.504463	0.0986648
5.375	1.375	0.195199	0.21944	0.110469
5.625	1.375	0.740406	0.825586	0.103175
5.875	1.375	0.888416	0.988705	0.101434
6.125	1.375	0.559793	0.621262	0.0989424
6.375	1.375	-0.0691773	-0.0795636	0.13054
6.625	1.375	-0.661049	-0.737694	0.103898
6.875	1.375	-0.89826	-0.999961	0.101705
7.125	1.375	-0.653523	-0.725627	0.0993673
7.375	1.375	-0.0581356	-0.0619053	0.0608943
7.625	1.375	0.568458	0.635036	0.104842
